order, degree_x, degree_y, coefficient, term
    "[X, [[X, [X, Y]], [X, [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]]",
)
(
    13,
    8,
    5,
    -37 / 151351200,
    "[[X, [[X, [X, Y]], [X, [[X, Y], [[X, Y], Y]]]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    -83 / 26906880,
    "[X, [[X, [X, Y]], [X, [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]]",
)
(
    13,
    7,
    6,
    -83 / 13453440,
    "[X, [[X, [X, Y]], [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    -1519 / 370656000,
    "[X, [[X, [X, Y]], [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    13,
    8,
    5,
    -3917 / 14529715200,
    "[[X, [[X, [X, Y]], [X, [[X, Y], Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    13,
    8,
    5,
    15049 / 3632428800,
    "[X, [[[X, [X, Y]], [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    13,
    7,
    6,
    -61 / 36691200,
    "[X, [[X, [X, Y]], [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]]]",
)
(
    13,
    8,
    5,
    173 / 33633600,
    "[[X, [[X, [X, Y]], [[X, [[X, Y], Y]], [X, Y]]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    3161 / 302702400,
    "[X, [[X, [X, Y]], [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    13,
    7,
    6,
    31327 / 1210809600,
    "[X, [[X, [X, Y]], [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    -107 / 28828800,
    "[X, [[X, [X, Y]], [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    9419 / 3632428800,
    "[X, [[[X, [X, Y]], [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    17531 / 605404800,
    "[X, [[X, [X, Y]], [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    4649 / 778377600,
    "[X, [[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    179 / 75675600,
    "[[X, [[X, [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    193 / 15724800,
    "[X, [[X, [X, Y]], [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    6,
    7,
    29839 / 2594592000,
    "[X, [[X, [X, Y]], [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    5,
    8,
    12563 / 12108096000,
    "[X, [[X, [X, Y]], [X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -1039 / 7264857600,
    "[[X, [[X, [X, Y]], [X, Y]]], [X, [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    13,
    8,
    5,
    881 / 726485760,
    "[[X, [[X, [X, Y]], [X, Y]]], [X, [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    13,
    7,
    6,
    997 / 1816214400,
    "[[X, [[X, [X, Y]], [X, Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    289 / 660441600,
    "[[X, [[X, [X, Y]], [X, Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    13,
    8,
    5,
    125 / 48432384,
    "[X, [[[X, [X, Y]], [X, Y]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    13,
    7,
    6,
    -2797 / 908107200,
    "[X, [[[X, [X, Y]], [X, Y]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    13,
    8,
    5,
    179 / 403603200,
    "[[X, [[[X, [X, Y]], [X, Y]], [X, [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    1979 / 302702400,
    "[X, [[[X, [X, Y]], [X, Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    14671 / 908107200,
    "[X, [[[X, [X, Y]], [X, Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    809 / 216216000,
    "[X, [[[X, [X, Y]], [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    463 / 2421619200,
    "[[X, [[[X, [X, Y]], [X, Y]], [X, Y]]], [X, [X, [[X, Y], Y]]]]",
)
(
    13,
    8,
    5,
    -109 / 57657600,
    "[[X, [[[X, [X, Y]], [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    13,
    7,
    6,
    311 / 113513400,
    "[X, [[[[X, [X, Y]], [X, Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
13, 8, 5, -17 / 6918912, "[[X, [[[[X, [X, Y]], [X, Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]"
(
    13,
    7,
    6,
    -713 / 302702400,
    "[X, [X, [[X, Y], [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]]",
)
(
    13,
    7,
    6,
    -31 / 100900800,
    "[X, [[X, [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]], [X, Y]]]",
)
(
    13,
    6,
    7,
    1193 / 207567360,
    "[X, [X, [[X, Y], [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]]",
)
(
    13,
    7,
    6,
    -809 / 605404800,
    "[X, [[X, [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -1879 / 121080960,
    "[X, [[[X, [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -83 / 74131200,
    "[X, [X, [[X, Y], [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]]",
)
(
    13,
    7,
    6,
    -1277 / 454053600,
    "[[X, [X, [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    -2797 / 129729600,
    "[X, [X, [[X, Y], [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]]",
)
(
    13,
    6,
    7,
    -3191 / 259459200,
    "[X, [[X, [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -17257 / 5189184000,
    "[X, [X, [[X, Y], [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    191 / 605404800,
    "[[X, [X, [[X, Y], [[X, Y], Y]]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -67 / 161441280,
    "[[[X, [X, [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    31 / 605404800,
    "[[X, [X, [[X, Y], [[X, Y], Y]]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    821 / 201801600,
    "[X, [[X, [[X, Y], [[X, Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    281 / 148262400,
    "[X, [[X, [[X, Y], [[X, Y], Y]]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -223 / 302702400,
    "[X, [[[X, [[X, Y], [[X, Y], Y]]], [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -6049 / 605404800,
    "[X, [[[[X, [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -1343 / 172972800,
    "[X, [X, [[[X, Y], [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    157 / 121080960,
    "[[X, [X, [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    2053 / 345945600,
    "[X, [X, [[[[X, Y], [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    6,
    7,
    -1081 / 259459200,
    "[X, [[X, [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -887 / 157248000,
    "[X, [X, [[X, Y], [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    -229 / 605404800,
    "[[X, [X, [[X, Y], [[[X, Y], Y], Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    601 / 908107200,
    "[[X, [X, [[X, Y], [[[X, Y], Y], Y]]]], [[X, [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    349 / 259459200,
    "[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    157 / 60540480,
    "[[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]], [X, [X, Y]]]",
)
13, 6, 7, 17 / 10810800, "[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [[X, Y], [[X, Y], Y]]]]"
(
    13,
    6,
    7,
    5659 / 259459200,
    "[X, [[X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -817 / 1037836800,
    "[X, [X, [[X, Y], [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    13,
    6,
    7,
    1607 / 1037836800,
    "[X, [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    13,
    6,
    7,
    229 / 24710400,
    "[X, [[[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    13,
    5,
    8,
    4913 / 518918400,
    "[X, [X, [[[X, Y], [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    191 / 103783680,
    "[[X, [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    5,
    8,
    8693 / 864864000,
    "[X, [X, [[[X, Y], [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    5,
    8,
    8543 / 1729728000,
    "[X, [[X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    13,
    4,
    9,
    2663 / 4843238400,
    "[X, [X, [[X, Y], [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -43 / 7264857600,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    13,
    7,
    6,
    61 / 1816214400,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -113 / 363242880,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    -157 / 1729728000,
    "[[X, [X, [[X, Y], Y]]], [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -23 / 33633600,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]",
)
(
    13,
    7,
    6,
    -193 / 1816214400,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -8093 / 3632428800,
    "[[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    -23 / 908107200,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    13,
    7,
    6,
    -1231 / 908107200,
    "[[X, [X, [[X, Y], Y]]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -113 / 345945600,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -47 / 302702400,
    "[[[X, [X, [[X, Y], Y]]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    13,
    7,
    6,
    24919 / 3632428800,
    "[X, [[X, [[X, Y], Y]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]]",
)
13, 6, 7, 1 / 3843840, "[X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]]"
(
    13,
    7,
    6,
    1039 / 1816214400,
    "[[X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    3331 / 518918400,
    "[X, [[X, [[X, Y], Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    6,
    7,
    1843 / 259459200,
    "[X, [[X, [[X, Y], Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    5,
    8,
    10229 / 10378368000,
    "[X, [[X, [[X, Y], Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -197 / 908107200,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -5413 / 1210809600,
    "[[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    7,
    6,
    -449 / 302702400,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -701 / 302702400,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    311 / 64864800,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -79 / 33022080,
    "[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [X, [[X, Y], Y]]]",
)
(
    13,
    7,
    6,
    -8537 / 605404800,
    "[X, [[[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -113 / 17297280,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    -659 / 151351200,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]]",
)
13, 6, 7, -1 / 1123200, "[X, [[X, [[X, Y], Y]], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]"
13, 6, 7, -1 / 561600, "[X, [[[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]"
(
    13,
    5,
    8,
    5969 / 1729728000,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -881 / 454053600,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]",
)
13, 6, 7, -1 / 4633200, "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]]"
(
    13,
    7,
    6,
    -6311 / 605404800,
    "[[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    -181 / 15724800,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]",
)
13, 6, 7, -43 / 2882880, "[X, [[[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]"
(
    13,
    5,
    8,
    -17111 / 2075673600,
    "[X, [X, [[[X, Y], Y], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
13, 6, 7, -1 / 1747200, "[[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, [[X, Y], Y]]]"
13, 6, 7, -1 / 192192, "[X, [[[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]], [X, Y]]]"
(
    13,
    5,
    8,
    1783 / 518918400,
    "[X, [X, [[[[X, Y], Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    1817 / 1037836800,
    "[[X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    13,
    5,
    8,
    1409 / 691891200,
    "[X, [[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [[X, Y], Y]]]",
)
(
    13,
    5,
    8,
    13709 / 1729728000,
    "[X, [[X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    13,
    4,
    9,
    607 / 403603200,
    "[X, [X, [[[X, Y], Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    683 / 3113510400,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    17 / 227026800,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -881 / 908107200,
    "[[X, [X, [[[X, Y], Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    31 / 155675520,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -157 / 151351200,
    "[[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    -283 / 518918400,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    13,
    6,
    7,
    379 / 778377600,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    5,
    8,
    3209 / 5189184000,
    "[X, [[X, [[[X, Y], Y], Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
13, 7, 6, -5 / 1100736, "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]"
(
    13,
    6,
    7,
    -251 / 194594400,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [[[X, Y], Y], Y]]]",
)
(
    13,
    7,
    6,
    -887 / 75675600,
    "[[X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    -283 / 37065600,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    13,
    6,
    7,
    -709 / 28828800,
    "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    13,
    5,
    8,
    107 / 148262400,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    -61 / 43243200,
    "[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    13,
    6,
    7,
    -3793 / 86486400,
    "[X, [[[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -2291 / 518918400,
    "[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], [[[X, Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    -1801 / 778377600,
    "[[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]], [X, [X, Y]]]",
)
(
    13,
    5,
    8,
    -4391 / 518918400,
    "[X, [[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [[X, Y], Y]]]",
)
13, 5, 8, 79 / 94348800, "[X, [[X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]"
(
    13,
    4,
    9,
    113 / 57657600,
    "[X, [X, [[[[X, Y], Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -23 / 15135120,
    "[[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    13,
    6,
    7,
    -551 / 1037836800,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    13,
    6,
    7,
    -419 / 518918400,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    13,
    5,
    8,
    23 / 1383782400,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[[[X, Y], Y], Y], Y]]]",
)
13, 6, 7, -1 / 988416, "[[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]"
(
    13,
    6,
    7,
    -3763 / 259459200,
    "[X, [[[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -131 / 49420800,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    -2461 / 518918400,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    13,
    5,
    8,
    -1877 / 230630400,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    13,
    5,
    8,
    -2357 / 172972800,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]]]",
)
(
    13,
    4,
    9,
    667 / 1037836800,
    "[X, [X, [[[[[X, Y], Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    13,
    6,
    7,
    -157 / 172972800,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    13,
    5,
    8,
    -551 / 2594592000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]",
)
13, 6, 7, -37 / 8108100, "[[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]], [X, [X, Y]]]"
(
    13,
    5,
    8,
    -2657 / 576576000,
    "[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]",
)
(
    13,
    5,
    8,
    -3877 / 288288000,
    "[X, [[[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]], [X, Y]]]",
)
(
    13,
    4,
    9,
    -617 / 518918400,
    "[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]]",
)
(
    13,
    5,
    8,
    -157 / 1729728000,
    "[[X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    13,
    5,
    8,
    -27631 / 5189184000,
    "[X, [[[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [X, Y]], [X, Y]]]",
)
(
    13,
    4,
    9,
    -1013 / 778377600,
    "[X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [[[X, Y], Y], Y]]]",
)
(
    13,
    5,
    8,
    -691 / 1651104000,
    "[[X, [X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]], [X, [X, Y]]]",
)
(
    13,
    4,
    9,
    -2003 / 1816214400,
    "[X, [[X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]], [[X, Y], Y]]]",
)
(
    13,
    4,
    9,
    -1283 / 1816214400,
    "[X, [[X, [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]], [X, Y]]]",
)
(
    13,
    3,
    10,
    -1283 / 40864824000,
    "[X, [X, [[[[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y], Y], Y]]]",
)
(
    13,
    8,
    5,
    -1643 / 807206400,
    "[[X, [X, Y]], [[X, [X, Y]], [[X, [X, Y]], [X, [[X, Y], Y]]]]]",
)
(
    13,
    8,
    5,
    127 / 34594560,
    "[[X, [X, Y]], [[X, [X, Y]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    13,
    7,
    6,
    -3907 / 1816214400,
    "[[X, [X, Y]], [[X, [X, Y]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    607 / 110073600,
    "[[X, [X, Y]], [[X, [X, Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    11969 / 908107200,
    "[[X, [X, Y]], [[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    13,
    6,
    7,
    493 / 172972800,
    "[[X, [X, Y]], [[X, [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    13,
    8,
    5,
    -317 / 259459200,
    "[[[X, [X, Y]], [[X, [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    13,
    7,
    6,
    107 / 28378350,
    "[[X, [X, Y]], [[[X, [X, Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
13, 7, 6, 1 / 1401400, "[[X, [X, Y]], [X, [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]"
(
    13,
    7,
    6,
    -1451 / 151351200,
    "[[X, [X, Y]], [[X, [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -149 / 28828800,
    "[[X, [X, Y]], [X, [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    13,
    7,
    6,
    151 / 302702400,
    "[[X, [X, Y]], [[X, [[X, Y], [[X, Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    -97 / 13759200,
    "[[X, [X, Y]], [[[X, [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    13,
    6,
    7,
    -31 / 18532800,
    "[[X, [X, Y]], [X, [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
13, 6, 7, 47 / 5189184, "[[X, [X, Y]], [X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]"
(
    13,
    6,
    7,
    241 / 32432400,
    "[[X, [X, Y]], [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]",
)
(
    13,
    5,
    8,
    107 / 54054000,
    "[[X, [X, Y]], [X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    13,
    7,
    6,
    -1147 / 1210809600,
    "[[[X, [X, Y]], [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    13,
    7,
    6,
    269 / 302702400,
